iata_code,icao_code,airport_name,city,country_code,latitude,longitude,elevation
,FAPI,Pietersburg Municipal Airport,Polokwane,ZA,-23.9261,29.4844,4354
JOH,FAPJ,Port St Johns Airport,Port St Johns,ZA,-31.60612,29.52175,1227
PRK,FAPK,Prieska Airport,Prieska,ZA,-29.6835994720459,22.770599365234375,3100
,FAPL,Pongola Airport,Pongola,ZA,-27.3622,31.606701,942
PZB,FAPM,Pietermaritzburg Airport,Pietermaritzburg,ZA,-29.649000167799997,30.3987007141,2423
NTY,FAPN,Pilanesberg International Airport,Pilanesberg,ZA,-25.333799,27.173401,3412
PTG,FAPP,Polokwane International Airport,Polokwane,ZA,-23.845269,29.458615,4076
PCF,FAPS,Potchefstroom Airport,Potchefstroom,ZA,-26.670999527,27.0818996429,4520
,FAPY,Parys Airport,Parys,ZA,-26.889299,27.503401,4740
UTW,FAQT,Queenstown Airport,Queenstown,ZA,-31.92020034790039,26.882200241088867,3637
RCB,FARB,Richards Bay Airport,Richards Bay,ZA,-28.740999221800003,32.0920982361,109
,FARG,Rustenburg Airport,Rustenburg,ZA,-25.6443,27.271099,3700
RVO,FARI,Reivilo Airport,Reivilo,ZA,-27.547199249267578,24.172500610351562,4715
ROD,FARS,Robertson Airport,Robertson,ZA,-33.812199,19.9028,640
SBU,FASB,Springbok Airport,Springbok,ZA,-29.689300537109375,17.939599990844727,2690
ZEC,FASC,Secunda Airport,Secunda,ZA,-26.52409935,29.170099258399997,5250
,FASD,Saldanha/Vredenburg Airport,Saldanha-Vredenburg,ZA,-32.9641,17.969299,50
GSS,,Sabi Sabi Airport,Belfast,ZA,-24.947375434199998,31.4488477707,1276
,FASH,Stellenbosch Airport,Stellenbosch,ZA,-33.980983,18.822327,295
,FASI,Springs Airfield,Del Fouche,ZA,-26.2494,28.398272,5340
,FASK,Swartkop Air Force Base,Pretoria,ZA,-25.8097,28.1646,4780
SIS,FASS,Sishen Airport,Sishen,ZA,-27.6486,22.9993,3848
,FASX,Hendrik Swellengrebel Airport,Swellendam,ZA,-34.048199,20.4746,407
SZK,FASZ,Skukuza Airport,Skukuza,ZA,-24.960899353,31.5886993408,1020
,FATF,Tommys Field Airport,Beeshoek,ZA,-28.26,22.9932,4360
THY,FATH,Thohoyandou Airport,Thohoyandou,ZA,-23.0769,30.3836,2021
TCU,FATN,Thaba Nchu Tar Airport,Homeward,ZA,-29.317800521850586,26.822799682617188,4941
,FATP,New Tempe Airport,Bloemfontein,ZA,-29.035109,26.16268,4547
,FATT,Tutuka Power Station Airport,Standerton,ZA,-26.775128,29.337542,5313
LTA,FATZ,Tzaneen Airport,Tzaneen,ZA,-23.8244,30.3293,1914
ULD,FAUL,Prince Mangosuthu Buthelezi Airport,Ulundi,ZA,-28.3206005096,31.4165000916,1720
UTN,FAUP,Pierre Van Ryneveld Airport,Upington,ZA,-28.39909935,21.260200500499998,2782
ULX,FAUS,Ulusaba Airport,Ulusaba,ZA,-24.7854003906,31.3549003601,1263
UTT,FAUT,K. D. Matanzima Airport,Mthatha,ZA,-31.546363184900002,28.6733551025,2400
VRU,FAVB,Vryburg Airport,Vyrburg,ZA,-26.9824008942,24.7287998199,3920
VIR,FAVG,Virginia Airport,Durban,ZA,-29.770599,31.058399,20
,FAVM,Venetia Mine Airport,Alldays,ZA,-22.448099,29.3377,2333
VRE,FAVR,Vredendal Airport,Vredendal,ZA,-31.641000747680664,18.5447998046875,330
,FAVV,Vereeniging Airport,Vereeniging,ZA,-26.566401,27.9608,4846
,FAVW,Victoria West Airport,Victoria West,ZA,-31.399401,23.156401,4124
VYD,FAVY,Vryheid Airport,Vryheid,ZA,-27.78689956665039,30.79640007019043,3799
PRY,FAWB,Wonderboom Airport,Pretoria,ZA,-25.6539,28.224199,4095
,FAWI,Witbank Airport,Witbank,ZA,-25.8323,29.191999,5078
WKF,FAWK,Waterkloof Air Force Base,Pretoria,ZA,-25.829999923699997,28.222499847399998,4940
WEL,FAWM,Welkom Airport,Welkom,ZA,-27.996825,26.663334,4421
,FAWN,Cape Winelands Airport,Durbanville,ZA,-33.77,18.74,399
,FAYP,Ysterplaat Air Force Base,Cape Town,ZA,-33.9002,18.498301,52
,FAZR,Zeerust Airport,Zeerust,ZA,-25.599001,26.042299,4258
,FBCO,Camp Okavango Airport,Camp Okavango,BW,-19.131115,23.102505,3158
FRW,FBPM,P G Matante Intl,Francistown,BW,-21.15914,27.468545,3283
,FBGM,Gumare Airport,Gumare,BW,-19.338,22.1544,3177
GNZ,FBGZ,Ghanzi Airport,Ghanzi,BW,-21.692499,21.6581,3730
JWA,FBJW,Jwaneng Airport,Jwaneng,BW,-24.602301,24.691,3900
BBK,FBKE,Kasane Airport,Kasane,BW,-17.832899,25.162399,3289
,FBKG,Kang Airport,Kang,BW,-23.677969,22.817767,3520
KHW,FBKR,Khwai River Lodge Airport,Khwai River Lodge,BW,-19.149477,23.787937,3000
,FBKY,Kanye Airport,Kanye,BW,-25.049999,25.3167,4199
LOQ,FBLO,Lobatse Airport,Lobatse,BW,-25.1981,25.7139,3823
,FBMG,Machaneng Airport,Machaneng,BW,-23.18455,27.501029,2900
MUB,FBMN,Maun Airport,Maun,BW,-19.970491,23.431409,3093
,FBNN,Nokaneng Airport,Nokaneng,BW,-19.6802,22.1996,3145
,FBNT,Nata Airport,Nata,BW,-20.216101,26.158899,2690
ORP,FBOR,Orapa Airport,Orapa,BW,-21.265901,25.319667,3100
,FBPA,Pandamatenga Airport,Pandamatenga,BW,-18.5312,25.6516,3505
,FBPY,Palapye Airport,Palapye,BW,-22.564087,27.136745,3000
GBE,FBSK,Sir Seretse Khama International Airport,Gaborone,BW,-24.555201,25.9182,3299
SXN,FBSN,Sua Pan Airport,Sowa,BW,-20.5534,26.115801,2985
PKW,FBSP,Selebi Phikwe Airport,Selebi Phikwe,BW,-22.0583,27.8288,2925
SVT,FBSV,Savuti Airport,Savuti,BW,-18.518475,24.077687,3150
SWX,FBSW,Shakawe Airport,Shakawe,BW,-18.373899459838867,21.832599639892578,3379
TLD,FBTL,Tuli Lodge Airport,Tuli Lodge,BW,-22.191897,29.131229,1772
,FBPT,Thebephatshwa Airport,,BW,-24.2211,25.3473,3750
TBY,FBTS,Tshabong Airport,Tshabong,BW,-26.034524,22.401252,3179
,FBXB,Xaxaba Airport,Xaxaba,BW,-19.550501,23.0548,3100
,FBXG,Xugana Airport,,BW,-19.049999,23.09,
BZV,FCBB,Maya-Maya Airport,Brazzaville,CG,-4.251699924468994,15.253000259399414,1048
DJM,FCBD,Djambala Airport,Djambala,CG,-2.516883,14.754403,2595
KNJ,FCBK,Kindamba Airport,Kindamba,CG,-3.749781,14.490264,1460
LCO,FCBL,Lague Airport,Lague,CG,-2.45,14.533,2756
MUY,FCBM,Mouyondzi Airport,Mouyondzi,CG,-4.014874,13.966112,1670
SIB,FCBS,Sibiti Airport,Sibiti,CG,-3.683,13.35,1883
NKY,FCBY,Yokangassi Airport,Nkayi,CG,-4.223077,13.286347,541
ANJ,FCBZ,Zanaga Airport,Zanaga,CG,-2.85,13.817,1870
MSX,FCMM,Mossendjo Airport,Mossendjo,CG,-2.95,12.7,1519
BOE,FCOB,Boundji Airport,Boundji,CG,-1.03104,15.336009,1247
OLL,FCOD,Oyo Ollombo Airport,Oyo,CG,-1.226666,15.91,1073
EWO,FCOE,Ewo Airport,Ewo,CG,-0.883,14.8,1503
GMM,FCOG,Gamboma Airport,Gamboma,CG,-1.829403,15.885237,1509
ION,FCOI,Impfondo Airport,Impfondo,CG,1.589968,18.046624,1050
KEE,FCOK,Kelle Airport,Kelle,CG,-0.071271,14.506621,1526
MKJ,FCOM,Makoua Airport,Makoua,CG,-0.020842,15.577746,1293
FTX,FCOO,Owando Airport,Owando,CG,-0.524566,15.93782,1214
SOE,FCOS,Souanke Airport,Souanke,CG,1.998326,14.174217,1722
BTB,FCOT,Betou Airport,Betou,CG,3.057593,18.514433,1168
OUE,FCOU,Ouesso Airport,,CG,1.61599,16.037901,1158
KMK,FCPA,Makabana Airport,Makabana,CG,-3.483,12.617,495
DIS,FCPD,Ngot Nzoungou Airport,Dolisie,CG,-4.20635,12.6599,1079
PNR,FCPP,Antonio Agostinho-Neto International Airport,Pointe Noire,CG,-4.81603,11.8866,55
,FDBT,Tambuti Airport,Big Bend,SZ,-26.735201,31.7759,595
,FDKB,Kubuta Airport,Kubuta B,SZ,-26.881528,31.488889,1555
,FDMH,Mhlume Airport,Mhlume,SZ,-26.0242,31.809999,926
MTS,FDMS,Matsapha Airport,Manzini,SZ,-26.528999,31.307501,2075
,FDNG,Piggs Peak Airport,Ngonini,SZ,-25.798056,31.4125,1410
,FDNH,Nhlangano Airport,Nhlangano,SZ,-27.119494,31.212118,3522
,FDNS,Nsoko Airport,Nsoko,SZ,-26.987222,31.937222,614
SHO,FDSK,King Mswati III International Airport,Mpaka,SZ,-26.358611,31.716944,1092
,FDSM,Simunye Airport,Simunye,SZ,-26.200001,31.933332,673
,FDST,Siteki Airport,Siteki,SZ,-26.471957,31.942567,2220
,FDTM,Tambankulu Airport,Tambankulu,SZ,-26.106429,31.919489,811
,FDTS,Tshaneni Airport,Tshaneni,SZ,-25.983334,31.200001,1020
,FDUB,Ubombo Ranches Airport,Big Bend,SZ,-26.7708,31.936399,
,FEFA,Alindao Airport,Alindao,CF,5.022184,21.198635,1470
,FEFB,Poste Airport,Obo,CF,5.403889,26.487222,2137
CRF,FEFC,Carnot Airport,Carnot,CF,4.936999797821045,15.894000053405762,1985
,FEFE,Mobaye Mbanga Airport,Mobaye Mbanga,CF,4.37465,21.131901,1332
BGF,FEFF,Bangui M'Poko International Airport,Bangui,CF,4.39847993850708,18.518800735473633,1208
BGU,FEFG,Bangassou Airport,Bangassou,CF,4.784999847412109,22.7810001373291,1706
IRO,FEFI,Birao Airport,Birao,CF,10.23639965057373,22.716899871826172,1696
,FEFK,Kembé Airport,Kembé,CF,4.6,21.867001,1913
BBY,FEFM,Bambari Airport,Bambari,CF,5.847012,20.64992,1549
NDL,FEFN,N'Délé Airport,N'Délé,CF,8.427206039428711,20.635156631469727,1631
BOP,FEFO,Bouar Airport,Bouar,CF,5.958000183105469,15.63700008392334,3360
,FEFP,Paoua Airport,Paoua,CF,7.25,16.433001,2037
,FEFQ,Kaga-Bandoro Airport,Kaga-Bandoro,CF,6.983,19.183001,1476
BIV,FEFR,Bria Airport,Bria,CF,6.527780055999756,21.98940086364746,1975
BSN,FEFS,Bossangoa Airport,Bossangoa,CF,6.492000102996826,17.429000854492188,1637
BBT,FEFT,Berbérati Airport,Berbérati,CF,4.2215800285339355,15.786399841308594,1929
,FEFU,Sibut Airport,Sibut,CF,5.733,19.083,1411
ODA,FEFW,Ouadda Airport,Ouadda,CF,8.010560035705566,22.39859962463379,2461
AIG,FEFY,Yalinga Airport,Yalinga,CF,6.519999980926514,23.260000228881836,1975
IMO,FEFZ,Zemio Airport,Zemio,CF,5.002226,25.101857,1995
,FEGC,Bocaranga Airport,Bocaranga,CF,6.917,15.617,3464
MKI,FEGE,M'Boki Airport,Mboki,CF,5.33301019669,25.931900024399997,1969
BTG,FEGF,Batangafo Airport,Batangafo,CF,7.314109802246094,18.308799743652344,1378
,FEGG,Gamboula Airport,Gamboula,CF,4.133,15.15,2001
GDI,FEGL,Gordil Airport,Melle,CF,9.581117,21.728172,1427
BMF,FEGM,Bakouma Airport,Bakouma,CF,5.693999767303467,22.801000595092773,1640
ODJ,FEGO,Ouanda Djallé Airport,Ouanda Djallé,CF,8.899999618530273,22.783000946044922,1985
RFA,FEGR,Rafaï Airport,Rafaï,CF,4.988609790802002,23.927799224853516,1759
BCF,FEGU,Bouca Airport,Bouca,CF,6.517000198364258,18.267000198364258,1532
BOZ,FEGZ,Bozoum Airport,Bozoum,CF,6.344170093536377,16.3218994140625,2215
NBN,,Annobón Airport,San Antonio de Palé,GQ,-1.408615,5.624163,82
BSG,FGBT,Bata Airport,Bata,GQ,1.90547,9.80568,13
GEM,FGMY,President Obiang Nguema International Airport,Mengomeyén,GQ,1.685334,11.024394,2165
SSG,FGSL,Malabo Airport,Malabo,GQ,3.755270004272461,8.708720207214355,76
ASI,FHAW,RAF Ascension Island,Cat Hill,SH,-7.9696,-14.3937,278
HLE,FHSH,Saint Helena Airport,Longwood,SH,-15.957725,-5.645943,1017
MRU,FIMP,Sir Seewoosagur Ramgoolam International Airport,Plaine Magnien,MU,-20.430201,57.683601,186
RRG,FIMR,Sir Charles Gaetan Duval Airport,Port Mathurin,MU,-19.7577,63.361,95
KVU,,Korolevu Seaplane Base,Korolevu,FJ,-18.215569,177.729767,
NKW,,Diego Garcia Naval Support Facility,Diego Garcia,IO,-7.31327,72.411102,9
,FKAB,Banyo Airport,Banyo,CM,6.77499,11.807,3642
KBI,FKKB,Kribi Airport,Kribi,CM,2.8738899231,9.9777803421,148
TKC,FKKC,Tiko Airport,Tiko,CM,4.08919000626,9.360529899600001,151
DLA,FKKD,Douala International Airport,Douala,CM,4.0060801506,9.719479560849999,33
,FKKE,Eseka Airport,Eseka,CM,3.642129,10.79093,738
MMF,FKKF,Mamfe Airport,Mamfe,CM,5.70417,9.30639,413
BLC,FKKG,Bali Airport,Bali,CM,5.89527777778,10.0338888889,4465
KLE,FKKH,Kaélé Airport,Kaélé,CM,10.0925,14.4456,1276
OUR,FKKI,Batouri Airport,Batouri,CM,4.475,14.3625,2152
GXX,FKKJ,Yagoua Airport,Yagoua,CM,10.3561,15.2372,
MVR,FKKL,Salak Airport,Maroua,CM,10.451399803161621,14.257399559020996,1390
FOM,FKKM,Foumban Nkounja Airport,Foumban,CM,5.63692,10.7508,3963
NGE,FKKN,N'Gaoundéré Airport,N'Gaoundéré,CM,7.3570098876953125,13.559200286865234,3655
BTA,FKKO,Bertoua Airport,Bertoua,CM,4.54861,13.7261,2133
GOU,FKKR,Garoua International Airport,Garoua,CM,9.33588981628418,13.370100021362305,794
DSC,FKKS,Dschang Airport,Dschang,CM,5.45,10.067,4593
BFX,FKKU,Bafoussam Airport,Bafoussam,CM,5.536920070650001,10.354599952700001,4347
BPC,FKKV,Bamenda Airport,Bamenda,CM,6.03924,10.1226,4065
EBW,FKKW,Ebolowa Airport,Ebolowa,CM,2.875999927520752,11.1850004196167,1975
YAO,FKKY,Yaoundé Airport,Yaoundé,CM,3.83604,11.5235,2464
NSI,FKYS,Yaoundé Nsimalen International Airport,Yaoundé,CM,3.72256,11.5533,2278
,FLAA,Kawa Airport,,ZM,-13.704573,29.510608,4364
,FLAB,Kakumbi Airstrip,Kakumbi,ZM,-13.067913,31.763252,1738
,FLAI,Amelia Airport,Mkushi,ZM,-13.755705,29.338077,4206
MMQ,FLBA,Mbala Airport,Mbala,ZM,-8.85917,31.336399,5454
,FLBW,Nabwalya Airstrip,Nabwalya,ZM,-12.428904,31.977439,1885
,FLCC,Chocha Airport,Chocha,ZM,-8.43184,29.805057,3270
,FLCF,Chifunda Airstrip,Chifunda,ZM,-11.884965,32.568551,2078
,FLCG,Chilongolo Airport,Chilongolo,ZM,-15.496356,28.172259,4055
CIP,FLCP,Chipata Airport,Chipata,ZM,-13.5583,32.5872,3360
CGX,FLCU,Chunga Airstrip,Chunga,ZM,-15.053957,25.985673,3632
,FLEB,East Two Airport,Mofu,ZM,-11.108281,30.359645,3900
,FLEC,East Three Airport,Luano,ZM,-14.116653,30.129175,2300
,FLEE,East Five Airport,Chidulka,ZM,-10.539075,33.406194,4200
,FLEF,East Six Airport,Chiwanangala,ZM,-11.135792,30.015396,3800
,FLEG,East Seven Airport,Kanshela,ZM,-12.41734,29.483342,4000
,FLEH,East Eight Airport,Kapu,ZM,-12.150273,29.437594,4000
JEK,,Jeki Airport,Jeki,ZM,-15.6334,29.6036,1165
CGJ,FLKE,Kasompe Airport,Chingola,ZM,-12.5728,27.8939,4636
KLB,FLKL,Kalabo Airport,Kalabo,ZM,-14.998818,22.648372,3450
KMZ,FLKO,Kaoma Airport,Kaoma,ZM,-14.8,24.783001,3670
KAA,FLKS,Kasama Airport,Kasama,ZM,-10.210169,31.123045,4541
,FLKW,Milliken Airport,Kabwe,ZM,-14.4506,28.3792,3920
ZKB,FLKY,Kasaba Bay Airport,Kasaba Bay,ZM,-8.525,30.663,2780
,FLKZ,Lukuzi Airport,Nansolo,ZM,-12.847881,32.035818,1801
,FLLA,Luanshya Zambia Airport,Luanshya,ZM,-13.143052,28.426517,4101
,FLLC,Lusaka City Airport,Lusaka,ZM,-15.4138,28.3307,4200
LVI,FLHN,Harry Mwanga Nkumbula International Airport,Livingstone,ZM,-17.8218,25.822701,3302
LXU,FLLK,Lukulu Airport,Lukulu,ZM,-14.375891,23.248648,3480
LUN,FLKK,Kenneth Kaunda International Airport,Lusaka,ZM,-15.330833,28.452722,3779
MNS,FLMA,Mansa Airport,Mansa,ZM,-11.137,28.872601,4101
,FLMB,Maamba Airport,Maamba,ZM,-17.367401,27.185162,2050
MFU,FLMF,Mfuwe Airport,Mfuwe,ZM,-13.258899688720703,31.936599731445312,1853
MNR,FLMG,Mongu Airport,Mongu,ZM,-15.2545,23.1623,3488
ZGM,FLNA,Ngoma Airport,Ngoma,ZM,-15.9658,25.9333,3400
,FLND,Peter Zuze Air Force Base,Ndola,ZM,-12.997222,28.663889,4170
RYL,,Royal Zambezi Lodge Airstrip,Lower Zambezi River,ZM,-15.724789,29.303541,1243
NLA,FLSK,Simon Mwansa Kapwepwe International Airport,Ndola,ZM,-12.961667,28.516667,4308
SXG,FLSN,Senanga Airport,Senanga,ZM,-16.113,23.2982,3347
KIW,FLSO,Southdowns Airport,Kitwe,ZM,-12.9005,28.1499,4145
SJQ,FLSS,Sesheke Airport,Sesheke,ZM,-17.47632,24.306089,3100
SLI,FLSW,Solwesi Airport,Solwesi,ZM,-12.173700332641602,26.365100860595703,4551
FLT,,Flat Airport,Flat,US,62.452598571799996,-157.988998413,309
BBZ,FLZB,Zambezi Airport,Zambezi,ZM,-13.535996,23.10559,3538
ULI,,Ulithi Airport,Falalop Island,FM,10.0198,139.789993,6
,FMNK,Antsiranana Andrakaka Airport,,MG,-12.2561,49.2542,200
HAH,FMCH,Prince Said Ibrahim International Airport,Moroni,KM,-11.5337,43.2719,93
NWA,FMCI,Mohéli Bandar Es Eslam Airport,Fomboni,KM,-12.2981,43.766399,46
AJN,FMCV,Ouani Airport,Ouani,KM,-12.131047,44.430044,62
DZA,FMCZ,Dzaoudzi Pamandzi International Airport,Dzaoudzi,YT,-12.809319,45.281815,23
RUN,FMEE,Roland Garros Airport,Sainte-Marie,RE,-20.890087,55.518894,66
ZSE,FMEP,Pierrefonds Airport,Saint-Pierre,RE,-21.319362,55.422506,59
OHB,FMFE,Ambohibary Airport,Moramanga,MG,-18.9175,48.2181944444,2960
,FMMA,Antananarivo Arivonimamo Airport,Arivonimamo,MG,-19.028999,47.171799,4757
WML,FMMC,Malaimbandy Airport,Malaimbandy,MG,-20.355390292099997,45.5433726311,597
ATJ,FMME,Antsirabe Airport,Antsirabe,MG,-19.839221,47.063713,4997
WAQ,FMMG,Antsalova Airport,Antsalova,MG,-18.701273,44.614921,551
VVB,FMMH,Mahanoro Airport,Mahanoro,MG,-19.83300018310547,48.79999923706055,16
TNR,FMMI,Ivato Airport,Antananarivo,MG,-18.7969,47.478802,4198
,FMMJ,Ambohijanahary Airport,Ambohijanahary,MG,-17.464479,48.326712,2496
JVA,FMMK,Ankavandra Airport,Ankavandra,MG,-18.80501,45.273467,427
BMD,FMML,Belo sur Tsiribihina Airport,Belo sur Tsiribihina,MG,-19.686701,44.541901,154
ZVA,FMMN,Miandrivazo Airport,Miandrivazo,MG,-19.562799,45.450802,203
MXT,FMMO,Maintirano Airport,Maintirano,MG,-18.049999,44.033001,95
,FMMP,Amparafaravola Airport,Amparafaravola,MG,-17.654573,48.214445,2576
ILK,FMMQ,Atsinanana Airport,Ilaka,MG,-19.58300018310547,48.803001403808594,33
TVA,FMMR,Morafenobe Airport,Morafenobe,MG,-17.850083,44.920467,748
SMS,FMMS,Sainte Marie Airport,Vohilava,MG,-17.093901,49.8158,7
TMM,FMMT,Toamasina Ambalamanasy Airport,Toamasina,MG,-18.109501,49.392502,22
WTA,FMMU,Tambohorano Airport,Tambohorano,MG,-17.476101,43.972801,23
MOQ,FMMV,Morondava Airport,Morondava,MG,-20.2847,44.3176,30
WTS,FMMX,Tsiroanomandidy Airport,Tsiroanomandidy,MG,-18.759677,46.054065,2776
VAT,FMMY,Vatomandry Airport,Vatomandry,MG,-19.383333,48.95,39
WAM,FMMZ,Ambatondrazaka Airport,Ambatondrazaka,MG,-17.795378,48.442583,2513
DIE,FMNA,Arrachart Airport,Antisiranana,MG,-12.3494,49.291698,374
WBE,,Ankaizina Airport,Bealanana,MG,-14.544277,48.691413,3675
WMR,FMNC,Mananara Nord Airport,Mananara Nord,MG,-16.1639,49.7738,9
ZWA,FMND,Andapa Airport,,MG,-14.651700019836426,49.620601654052734,1552
AMB,FMNE,Ambilobe Airport,,MG,-13.1884,48.987999,72
WBD,FMNF,Avaratra Airport,Befandriana,MG,-15.199999809265137,48.483001708984375,820
WPB,FMNG,Port Bergé Airport,Port Bergé,MG,-15.584286,47.623587,213
ANM,FMNH,Antsirabe Airport,Antsirabe,MG,-14.9994,50.320202,20
HVA,FMNL,Analalava Airport,Analalava,MG,-14.629514,47.763555,345
MJN,FMNM,Amborovy Airport,Mahajanga,MG,-15.666842,46.351233,87
NOS,FMNN,Fascene Airport,Nosy Be,MG,-13.3121,48.3148,36
DWB,FMNO,Soalala Airport,Soalala,MG,-16.10169,45.358837,141
WMP,FMNP,Mampikony Airport,Mampikony,MG,-16.072269,47.644165,
BPY,FMNQ,Besalampy Airport,Besalampy,MG,-16.74453,44.482484,125
WMN,FMNR,Maroantsetra Airport,Maroantsetra,MG,-15.437742,49.689081,9
SVB,FMNS,Sambava Airport,Sambava,MG,-14.2786,50.174702,20
TTS,FMNT,Tsaratanana Airport,Tsaratanana,MG,-16.751064,47.619016,1073
VOH,FMNV,Vohemar Airport,Vohemar,MG,-13.3758,50.0028,19
WAI,FMNW,Ambalabe Airport,Antsohihy,MG,-14.8988,47.9939,92
WMA,FMNX,Mandritsara Airport,Mandritsara,MG,-15.845992,48.834718,1007
IVA,,Ampampamena Airport,,MG,-13.484816,48.632702,49
,FMSA,Ambalavao Airport,Ambalavao,MG,-21.814891,46.914024,3189
WBO,FMSB,Antsoa Airport,Beroroha,MG,-21.606983764699997,45.136020183599996,820
WMD,FMSC,Mandabe Airport,Mandabe,MG,-21.0463049303,44.9404120445,951
FTU,FMSD,Tôlanaro Airport,Tôlanaro,MG,-25.038099,46.9561,29
,FMSE,Betroka Airport,Betroka,MG,-23.274308,46.124983,2841
WFI,FMSF,Fianarantsoa Airport,Fianarantsoa,MG,-21.441601,47.111698,3658
RVA,FMSG,Farafangana Airport,Farafangana,MG,-22.8053,47.820599,26
IHO,FMSI,Ihosy Airport,Ihosy,MG,-22.404720202399997,46.1649370193,2500
MJA,FMSJ,Manja Airport,Manja,MG,-21.426105,44.316509,787
WVK,FMSK,Manakara Airport,Manakara,MG,-22.119699,48.021702,33
OVA,FMSL,Bekily Airport,Bekily,MG,-24.235694754699995,45.3045272827,1270
MNJ,FMSM,Mananjary Airport,Mananjary,MG,-21.201799,48.358299,20
TDV,FMSN,Samangoky Airport,Tanandava,MG,-21.700000762939453,43.733001708984375,89
MXM,FMSR,Morombe Airport,Morombe,MG,-21.753837,43.374753,16
TLE,FMST,Toliara Airport,Toliara,MG,-23.3834,43.7285,29
VND,FMSU,Vangaindrano Airport,Vangaindrano,MG,-23.350766591499998,47.581701278699995,45
BKU,FMSV,Betioky Airport,Betioky,MG,-23.732999801635742,44.388999938964844,919
AMP,FMSY,Ampanihy Airport,Ampanihy,MG,-24.699699,44.7342,771
WAK,FMSZ,Ankazoabo Airport,Ankazoabo,MG,-22.2964423522,44.5315361023,1411
AZZ,FNAM,Ambriz Airport,Ambriz,AO,-7.86222,13.1161,144
SSY,FNBC,Mbanza Congo Airport,Mbanza Congo,AO,-6.269899845123291,14.246999740600586,1860
BUG,FNBG,Benguela Airport,Benguela,AO,-12.609,13.4037,118
NBJ,FNBJ,Dr. Antonio Agostinho Neto International Airport,Luanda (Ícolo e Bengo),AO,-9.050734,13.499078,550
GGC,FNBL,Lumbala Airport,Lumbala N'guimbo,AO,-14.105106,21.45083,3700
CAB,FNCA,Cabinda Airport,Cabinda,AO,-5.59699010848999,12.188400268554688,66
,FNCB,Camembe Airport,Camembe,AO,-8.119819,14.498963,2264
,FNCC,Cacolo Airport,Cacolo,AO,-10.110278,19.287304,4400
CFF,FNCF,Cafunfo Airport,Cafunfo,AO,-8.78361,17.9897,
PGI,FNCH,Chitato Airport,Chitato,AO,-7.35889,20.804701,2500
,FNCM,Camabatela Airport,Camabatela,AO,-8.177847,15.383177,410
KNP,FNCP,Kapanda Airport,Capanda,AO,-9.76937,15.455319,3366
CBT,FNCT,Catumbela Airport,Catumbela,AO,-12.4792,13.4869,23
,FNCU,Calulo Airport,Calulo,AO,-9.976268,14.917932,2988
CTI,FNCV,Cuito Cuanavale Airport,Cuito Cuanavale,AO,-15.1603,19.156099,
CXM,FNCX,Camaxilo Airport,Camaxilo,AO,-8.37361,18.923599,3957
CAV,FNCZ,Cazombo Airport,Cazombo,AO,-11.8931,22.916239,3700
FND,,Funadhoo Airport,Funadhoo,MV,6.162443,73.28752,
,FNDB,Damba Airport,Damba,AO,-6.9,15.133,3648
DUE,FNDU,Dundo Airport,Chitato,AO,-7.400889873504639,20.818500518798828,2451
VPE,FNGI,Ngjiva Pereira Airport,Ngiva,AO,-17.0435009003,15.683799743700002,3566
NOV,FNHU,Albano Machado Airport,Huambo,AO,-12.8089,15.7605,5587
SVP,FNKU,Kuito Airport,Kuito,AO,-12.404600143433,16.947399139404,5618
LLT,FNLB,Lobito Airport,Lobito,AO,-12.3712,13.5366,10
LBZ,FNLK,Lucapa Airport,Lucapa,AO,-8.442339,20.732701,3029
LAD,FNLU,Quatro de Fevereiro International Airport,Luanda,AO,-8.85837,13.2312,243
LZM,FNLZ,Luzamba Airport,Luzamba,AO,-9.11596012115,18.049299240099998,2904
MEG,FNMA,Malanje Airport,Malanje,AO,-9.525090217590332,16.312400817871094,3868
SPP,FNME,Menongue Airport,Menongue,AO,-14.657600402832031,17.71980094909668,4469
MSZ,FNMO,Welwitschia Mirabilis International Airport,Moçâmedes,AO,-15.2612,12.1468,210
,FNMQ,Maquela Airport,Maquela do Zombo,AO,-6.03028,15.1369,3051
GXG,FNNG,Negage Airport,Negage,AO,-7.754509925842285,15.287699699401855,4105
PBN,FNPA,Porto Amboim Airport,Port Amboim,AO,-10.722,13.7655,16
,FNPB,Sanza Pombo Airport,Sanza Pombo,AO,-7.288999,15.930191,3251
VHC,FNSA,Saurimo Airport,Saurimo,AO,-9.68907,20.4319,3584
SZA,FNSO,Soyo Airport,Soyo,AO,-6.141089916229248,12.371800422668457,15
NDD,FNSU,Sumbe Airport,Sumbe,AO,-11.1679,13.8475,36
,FNTE,Tchamutete Airport,Techamutete,AO,-15.216387,16.054915,4241
,FNTO,Xamindele Airport,Toto,AO,-7.14639,14.2486,1775
UAL,FNUA,Luau Airport,Luau,AO,-10.7158,22.2311,3609
SDD,FNUB,Lubango Airport,Lubango,AO,-14.924699783325195,13.574999809265137,5778
LUO,FNUE,Luena Airport,Luena,AO,-11.7681,19.897699,4360
UGO,FNUG,Uige Airport,Uige,AO,-7.60307,15.0278,2720
CEO,FNWK,Waco Kungo Airport,Waco Kungo,AO,-11.4264,15.1014,4324
XGN,FNXA,Xangongo Airport,Xangongo,AO,-16.755399703979492,14.965299606323242,3635
ARZ,FNZE,N'zeto Airport,N'zeto,AO,-7.259277,12.862355,69
